id_transaction,date,categorie,prix_unitaire,quantite,age_client,sexe_client,ville,canal_acquisition,note_produit,temps_sur_page_sec,saison,montant_total,panier_moyen,est_client_fidele
2828,2024-12-31,Mode,34.79,2,18,F,Marseille,Facebook,5.0,133,Printemps,70.11,66.74,0
2829,2024-12-31,Maison,127.59,2,18,M,Toulouse,Instagram,5.0,151,Printemps,244.0,239.75,1
2830,2024-12-31,Électronique,299.76,2,60,M,Marseille,Email,2.3,139,Printemps,552.09,526.6,1
2831,2024-12-31,Électronique,462.92,2,37,F,Toulouse,SEO,5.0,67,Printemps,879.71,789.57,1
2832,2024-12-31,Mode,49.42,3,23,M,Toulouse,Google_Ads,4.6,73,Printemps,146.45,139.83,0
2833,2024-12-31,Électronique,476.98,4,40,M,Paris,SEO,5.0,146,Printemps,1905.68,1765.6,1
2834,2024-12-31,Sport,95.73,2,37,F,Lille,SEO,4.7,65,Printemps,178.01,174.1,0
2835,2024-12-31,Électronique,427.9,1,42,M,Lille,Instagram,3.5,41,Printemps,412.58,379.14,1
2836,2024-12-31,Mode,96.52,2,49,M,Marseille,SEO,5.0,93,Printemps,206.92,183.24,1
2837,2024-12-31,Maison,225.39,2,31,F,Lille,Facebook,4.2,257,Printemps,487.79,422.03,1
2838,2024-12-31,Maison,132.11,1,24,M,Marseille,Direct,3.3,93,Printemps,133.04,118.69,0
2839,2024-12-31,Mode,51.25,2,44,F,Nantes,SEO,4.4,34,Printemps,102.31,95.61,0
2840,2024-12-31,Sport,77.02,1,44,M,Bordeaux,Facebook,4.9,116,Printemps,78.27,68.53,0
2841,2024-12-31,Maison,213.72,3,36,F,Nantes,Instagram,3.9,81,Printemps,604.56,517.48,1
2842,2024-12-31,Mode,88.23,3,61,M,Bordeaux,Instagram,4.2,51,Printemps,290.83,266.79,0
2843,2024-12-31,Électronique,532.13,1,29,M,Paris,Instagram,3.9,69,Printemps,558.24,503.59,1
2844,2024-12-31,Mode,47.09,2,24,M,Nice,Email,3.1,199,Printemps,89.26,81.5,0
2845,2024-12-31,Sport,99.84,1,40,M,Lyon,SEO,2.9,47,Printemps,95.29,87.49,0
2846,2024-12-31,Maison,110.13,3,26,F,Lyon,Google_Ads,2.3,197,Printemps,340.19,328.26,0
2847,2024-12-31,Sport,162.75,1,40,M,Nice,Instagram,5.0,104,Printemps,156.99,156.07,0
2848,2024-12-31,Mode,118.7,1,25,M,Nantes,Instagram,3.6,74,Printemps,115.26,102.51,0
2849,2024-12-31,Électronique,281.63,1,30,M,Lille,Instagram,1.0,58,Printemps,297.46,294.89,0
2850,2024-12-31,Électronique,573.74,2,57,F,Lyon,Instagram,4.2,84,Printemps,1093.99,967.37,1
2851,2024-12-31,Mode,54.44,2,30,M,Bordeaux,SEO,4.2,231,Printemps,113.36,109.19,0
2852,2024-12-31,Maison,133.94,1,25,M,Paris,SEO,1.7,24,Printemps,145.59,138.63,0
2853,2024-12-31,Sport,154.3,1,49,M,Bordeaux,Instagram,2.9,69,Printemps,142.7,122.41,0
2854,2024-12-31,Mode,83.93,2,22,M,Toulouse,Google_Ads,2.8,73,Printemps,155.92,149.49,0
2855,2024-12-31,Mode,65.09,1,26,F,Marseille,SEO,3.0,125,Printemps,70.85,69.8,0
2856,2024-12-31,Mode,52.77,2,41,M,Lille,Google_Ads,5.0,101,Printemps,99.28,98.24,0
2857,2024-12-31,Mode,110.53,4,46,F,Lille,Instagram,3.6,94,Printemps,399.76,380.89,0
2858,2024-12-31,Électronique,646.55,2,49,F,Lyon,Email,3.3,225,Printemps,1388.4,1343.96,1
2859,2024-12-31,Électronique,540.94,3,26,M,Nice,Instagram,5.0,108,Printemps,1552.18,1336.01,1
2860,2024-12-31,Électronique,371.8,3,42,M,Marseille,SEO,4.3,75,Printemps,1070.42,935.75,1
2861,2024-12-31,Électronique,450.62,2,29,F,Lyon,Direct,1.9,78,Printemps,852.01,757.75,1
2862,2024-12-31,Électronique,872.89,2,27,F,Toulouse,SEO,3.1,93,Printemps,1891.62,1758.64,1
2863,2024-12-31,Électronique,576.06,2,49,F,Lyon,Facebook,4.2,43,Printemps,1215.35,1103.46,1
2864,2024-12-31,Maison,132.13,1,28,F,Lyon,Facebook,2.8,158,Printemps,134.68,127.76,1
2865,2024-12-31,Mode,83.34,1,38,F,Marseille,Instagram,5.0,131,Printemps,82.56,75.7,0
2866,2024-12-31,Livres,30.03,1,36,F,Lyon,Direct,3.9,54,Printemps,27.89,26.95,0
2867,2024-12-31,Électronique,454.57,1,22,F,Toulouse,Google_Ads,3.0,107,Printemps,493.3,472.11,0
2868,2024-12-31,Mode,49.92,2,46,M,Lille,Google_Ads,2.6,34,Printemps,104.83,100.86,0
2869,2024-12-31,Mode,89.53,2,41,M,Nice,Direct,4.8,136,Printemps,171.14,166.75,0
2870,2024-12-31,Électronique,674.01,1,18,F,Lyon,Facebook,3.1,131,Printemps,734.34,716.08,1
2871,2024-12-31,Sport,133.37,1,38,M,Marseille,SEO,4.2,284,Printemps,144.98,140.19,0
2872,2024-12-31,Électronique,820.34,3,25,M,Marseille,Google_Ads,2.5,47,Printemps,2539.54,2183.72,1
2873,2024-12-31,Livres,19.02,2,48,F,Nice,Instagram,3.9,97,Printemps,41.73,39.37,0
2874,2024-12-31,Sport,52.11,2,18,F,Nice,SEO,3.1,81,Printemps,97.7,83.33,1
2875,2024-12-31,Mode,125.94,1,30,F,Bordeaux,Facebook,3.5,63,Printemps,131.77,126.7,0
2876,2024-12-31,Mode,74.91,3,39,F,Lyon,Email,2.9,50,Printemps,209.11,179.66,0
2877,2024-12-31,Maison,172.19,1,35,F,Marseille,SEO,4.9,93,Printemps,178.79,178.34,0
2878,2024-12-31,Mode,97.46,1,44,M,Nantes,Google_Ads,3.3,95,Printemps,105.65,99.53,0
2879,2024-12-31,Maison,158.37,1,18,M,Lyon,Instagram,3.6,68,Printemps,159.52,139.94,0
2880,2024-12-31,Électronique,363.55,3,54,M,Paris,SEO,3.7,114,Printemps,1148.03,1056.46,1
2881,2024-12-31,Électronique,734.72,3,41,F,Nice,Google_Ads,5.0,102,Printemps,2046.84,1993.63,1
2882,2024-12-31,Mode,110.87,2,51,M,Lille,Direct,4.8,57,Printemps,227.64,199.64,0
2883,2024-12-31,Mode,86.42,1,45,M,Lille,Instagram,4.7,163,Printemps,78.87,73.39,0
2884,2024-12-31,Sport,104.79,1,34,M,Nantes,Instagram,2.1,121,Printemps,95.09,80.87,0
2885,2024-12-31,Électronique,301.91,1,19,F,Lyon,Instagram,3.1,79,Printemps,310.0,300.16,1
2886,2024-12-31,Sport,53.2,1,28,M,Toulouse,Google_Ads,5.0,30,Printemps,53.98,47.46,0
2887,2024-12-31,Électronique,454.21,2,54,M,Lille,SEO,2.5,33,Printemps,877.39,796.74,1
2888,2024-12-31,Mode,62.81,1,51,M,Nice,Instagram,3.9,180,Printemps,62.97,58.53,0
2889,2024-12-31,Mode,125.48,2,27,M,Lille,Google_Ads,2.6,214,Printemps,260.22,226.84,1
2890,2024-12-31,Mode,108.9,1,18,F,Toulouse,Instagram,2.7,151,Printemps,112.06,110.82,0
2891,2024-12-31,Électronique,670.45,1,32,M,Paris,Instagram,5.0,66,Printemps,613.28,564.41,1
2892,2024-12-31,Mode,82.97,1,31,F,Lille,Email,4.6,156,Printemps,85.93,76.02,1
2893,2024-12-31,Sport,63.84,3,32,M,Lille,Email,4.9,149,Printemps,197.63,189.78,0
2894,2024-12-31,Mode,127.9,2,41,F,Marseille,Email,4.7,148,Printemps,264.48,260.28,1
2895,2024-12-31,Mode,69.07,1,45,F,Lille,Instagram,3.6,87,Printemps,73.86,72.9,0
2896,2024-12-31,Sport,56.13,3,46,M,Lyon,Email,3.0,91,Printemps,170.98,156.39,0
2897,2024-12-31,Maison,148.88,1,40,M,Lille,Google_Ads,3.4,38,Printemps,161.92,146.37,0
2898,2024-12-31,Mode,117.71,3,18,F,Lyon,SEO,3.6,320,Printemps,387.05,382.94,1
2899,2024-12-31,Mode,119.01,1,30,M,Lille,Facebook,5.0,42,Printemps,125.01,107.25,0
2900,2024-12-31,Sport,43.9,1,62,M,Lyon,SEO,2.3,59,Printemps,42.66,41.06,0
2901,2024-12-31,Maison,219.53,6,39,F,Lille,Google_Ads,3.2,278,Printemps,1223.18,1072.27,1
2902,2024-12-31,Électronique,408.25,1,39,F,Nice,Google_Ads,2.8,71,Printemps,434.39,399.56,1
2903,2024-12-31,Mode,36.3,2,39,M,Nantes,Google_Ads,5.0,94,Printemps,67.47,67.0,0
2904,2024-12-31,Sport,150.59,2,39,F,Nice,SEO,5.0,102,Printemps,279.87,262.29,0
2905,2024-12-31,Électronique,808.11,1,18,F,Lyon,Facebook,4.1,103,Printemps,875.84,813.23,1
2906,2024-12-31,Livres,25.1,1,32,F,Lille,SEO,4.2,51,Printemps,25.4,21.82,0
2907,2024-12-31,Électronique,612.74,1,34,F,Toulouse,Email,3.9,134,Printemps,587.42,523.74,1
2908,2024-12-31,Sport,146.17,3,50,M,Paris,Google_Ads,4.3,134,Printemps,479.12,407.47,1
2909,2024-12-31,Mode,109.17,1,35,F,Marseille,SEO,4.7,94,Printemps,113.69,111.56,0
2910,2024-12-31,Mode,119.29,2,18,F,Nice,SEO,4.3,127,Printemps,240.23,227.44,1
2911,2024-12-31,Sport,112.98,2,40,F,Marseille,Google_Ads,4.3,59,Printemps,218.24,189.37,1
2912,2024-12-31,Mode,126.85,2,25,F,Marseille,Facebook,4.7,231,Printemps,262.65,237.57,1
2913,2024-12-31,Mode,129.62,1,20,F,Toulouse,Google_Ads,1.8,315,Printemps,135.61,131.77,1
2914,2024-12-31,Électronique,303.67,1,24,M,Marseille,Instagram,3.8,71,Printemps,316.55,275.73,0
2915,2024-12-31,Électronique,798.44,4,41,M,Nice,Google_Ads,4.1,99,Printemps,2999.16,2652.88,1
2916,2024-12-31,Électronique,562.38,2,50,F,Toulouse,SEO,4.3,51,Printemps,1169.13,1088.71,1
2917,2024-12-31,Maison,129.76,1,40,F,Paris,Facebook,3.6,135,Printemps,131.88,114.96,0
2918,2024-12-31,Électronique,638.82,4,42,F,Nantes,Direct,4.0,72,Printemps,2734.2,2481.03,1
2919,2024-12-31,Électronique,262.78,1,40,F,Nantes,Facebook,3.0,66,Printemps,269.33,268.61,0
2920,2024-12-31,Mode,81.88,3,36,M,Paris,SEO,1.8,109,Printemps,228.26,212.64,0
2921,2024-12-31,Maison,216.76,1,43,F,Nice,Direct,4.9,117,Printemps,208.89,199.54,0
2922,2024-12-31,Maison,98.42,2,18,F,Lille,SEO,2.6,51,Printemps,206.45,196.02,0
2923,2024-12-31,Électronique,512.81,4,36,M,Paris,Google_Ads,3.6,29,Printemps,2149.7,1895.51,1
2924,2024-12-31,Électronique,859.15,2,22,F,Marseille,Facebook,3.0,68,Printemps,1623.01,1585.54,1
2925,2024-12-31,Livres,20.57,3,48,M,Toulouse,Instagram,5.0,42,Printemps,59.92,52.03,0
2926,2024-12-31,Mode,67.44,1,33,F,Nice,SEO,3.7,150,Printemps,60.9,60.19,0
2927,2024-12-31,Sport,98.67,3,35,F,Nice,SEO,3.5,81,Printemps,286.04,252.41,1
2928,2024-12-31,Sport,108.73,2,18,M,Nantes,Email,4.6,73,Printemps,196.86,195.52,1
2929,2024-12-31,Sport,123.08,4,47,M,Bordeaux,Email,5.0,65,Printemps,529.03,513.0,1
2930,2024-12-31,Électronique,765.47,2,42,F,Lille,Facebook,4.2,112,Printemps,1581.96,1385.24,1
2931,2024-12-31,Sport,100.14,3,41,M,Lyon,SEO,3.4,76,Printemps,328.62,287.23,1
2932,2024-12-31,Sport,146.73,1,25,M,Nantes,Email,4.6,161,Printemps,158.23,136.5,0
2933,2024-12-31,Maison,156.07,1,25,M,Marseille,Facebook,2.1,69,Printemps,159.3,141.32,0
2934,2024-12-31,Mode,65.5,1,37,M,Toulouse,Instagram,3.9,148,Printemps,65.54,62.19,0
2935,2024-12-31,Mode,96.65,3,26,M,Nantes,Instagram,5.0,76,Printemps,312.2,289.74,1
2936,2024-12-31,Électronique,709.46,1,40,F,Toulouse,Instagram,4.0,108,Printemps,680.86,641.37,1
2937,2024-12-31,Mode,86.91,3,18,M,Marseille,Facebook,3.9,44,Printemps,246.31,210.52,0
2938,2024-12-31,Maison,70.19,3,29,F,Marseille,Facebook,3.8,87,Printemps,206.78,178.25,0
2939,2024-12-31,Mode,49.06,1,56,F,Nantes,Facebook,3.4,212,Printemps,44.68,42.61,0
2940,2024-12-31,Mode,60.32,3,40,M,Nantes,Email,4.1,47,Printemps,173.78,169.82,0
2941,2024-12-31,Mode,60.06,2,37,M,Nantes,Instagram,4.7,137,Printemps,110.11,99.53,0
2942,2024-12-31,Maison,181.22,3,58,F,Paris,Facebook,3.4,214,Printemps,495.01,433.12,1
2943,2024-12-31,Livres,9.5,2,18,M,Nantes,Instagram,1.1,46,Printemps,19.19,17.2,0
2944,2024-12-31,Électronique,735.09,1,25,F,Toulouse,Google_Ads,4.3,79,Printemps,765.69,698.16,1
2945,2024-12-31,Mode,58.37,1,30,F,Lyon,SEO,5.0,67,Printemps,58.8,55.54,0
2946,2024-12-31,Électronique,434.26,3,45,F,Lille,SEO,3.4,140,Printemps,1190.9,1085.42,1
2947,2024-12-31,Maison,155.02,1,45,F,Marseille,Google_Ads,2.2,129,Printemps,151.77,149.42,0
2948,2024-12-31,Maison,98.87,1,24,F,Nice,SEO,4.5,201,Printemps,91.17,82.98,0
2949,2024-12-31,Livres,32.88,4,46,M,Nantes,Facebook,5.0,260,Printemps,135.47,118.84,0
2950,2024-12-31,Mode,40.82,1,30,F,Lyon,Direct,4.4,44,Printemps,43.49,38.59,0
2951,2024-12-31,Livres,21.0,1,49,F,Bordeaux,Facebook,5.0,167,Printemps,19.39,17.83,0
2952,2024-12-31,Électronique,798.36,2,22,M,Toulouse,SEO,4.7,214,Printemps,1458.4,1410.81,1
2953,2024-12-31,Maison,170.85,3,33,M,Nantes,Instagram,4.6,191,Printemps,502.91,493.06,1
2954,2024-12-31,Électronique,422.32,1,29,F,Paris,Google_Ads,3.2,53,Printemps,405.72,356.14,0
2955,2024-12-31,Sport,96.15,2,47,F,Marseille,Instagram,4.1,150,Printemps,183.09,155.72,0
2956,2024-12-31,Mode,101.4,1,28,F,Lyon,Google_Ads,3.8,147,Printemps,95.55,93.68,0
2957,2024-12-31,Maison,235.19,1,34,M,Toulouse,Google_Ads,3.7,75,Printemps,226.58,200.34,1
2958,2024-12-31,Sport,156.38,2,41,M,Nantes,Facebook,3.5,104,Printemps,341.86,332.71,1
2959,2024-12-31,Électronique,456.14,1,41,M,Nice,Google_Ads,4.0,29,Printemps,488.77,455.83,0
2960,2024-12-31,Électronique,898.78,1,45,F,Lyon,Instagram,2.4,108,Printemps,917.0,835.04,1
2961,2024-12-31,Sport,42.95,2,37,M,Marseille,Facebook,4.7,94,Printemps,91.06,79.4,0
2962,2024-12-31,Mode,35.19,1,29,F,Lyon,Google_Ads,2.8,89,Printemps,31.78,30.21,0
2963,2024-12-31,Électronique,781.09,1,30,F,Lyon,SEO,3.5,87,Printemps,720.39,700.74,1
2964,2024-12-31,Mode,51.95,1,35,F,Toulouse,Instagram,4.2,88,Printemps,49.79,45.77,0
2965,2024-12-31,Maison,70.94,2,37,M,Nantes,Google_Ads,2.8,41,Printemps,145.96,133.84,0
2966,2024-12-31,Électronique,385.07,2,33,M,Nantes,Google_Ads,1.6,53,Printemps,829.21,798.77,1
2967,2024-12-31,Mode,74.04,1,35,M,Toulouse,Facebook,3.4,118,Printemps,70.06,64.81,0
2968,2024-12-31,Électronique,718.13,1,18,M,Nice,Google_Ads,2.2,157,Printemps,666.31,644.88,1
2969,2024-12-31,Mode,93.37,7,43,F,Lille,Facebook,4.6,60,Printemps,699.09,599.9,1
2970,2024-12-31,Sport,72.8,2,37,F,Paris,Email,2.5,98,Printemps,142.95,139.89,0
2971,2024-12-31,Livres,22.59,2,47,M,Lille,Google_Ads,5.0,105,Printemps,46.98,41.78,0
2972,2024-12-31,Maison,226.72,1,35,M,Paris,Instagram,3.8,177,Printemps,228.9,200.37,0
2973,2024-12-31,Électronique,775.13,2,18,M,Paris,Instagram,3.9,88,Printemps,1449.78,1239.33,1
2974,2024-12-31,Livres,17.73,4,30,F,Lille,Google_Ads,1.6,173,Printemps,73.75,71.91,0
2975,2024-12-31,Mode,128.27,1,32,M,Toulouse,Email,4.0,83,Printemps,126.24,108.44,0
2976,2024-12-31,Électronique,703.32,1,43,F,Marseille,SEO,3.7,78,Printemps,673.46,668.86,1
2977,2024-12-31,Livres,10.69,1,18,M,Toulouse,Facebook,2.4,52,Printemps,11.55,10.79,0
2978,2024-12-31,Sport,46.98,1,35,F,Lyon,SEO,3.9,141,Printemps,42.34,40.43,0
2979,2024-12-31,Maison,90.31,3,41,M,Nice,Instagram,3.4,197,Printemps,265.79,254.83,0
2980,2024-12-31,Maison,191.01,1,27,F,Bordeaux,Google_Ads,3.6,70,Printemps,183.39,163.94,0
2981,2024-12-31,Électronique,349.02,2,35,M,Lille,SEO,3.8,80,Printemps,635.85,617.39,0
2982,2024-12-31,Électronique,570.25,1,27,M,Lille,Google_Ads,3.3,56,Printemps,522.4,518.19,1
2983,2024-12-31,Maison,76.79,3,26,F,Marseille,Email,4.1,40,Printemps,215.26,194.91,0
2984,2024-12-31,Électronique,846.6,3,30,F,Nice,Direct,3.7,62,Printemps,2542.33,2479.54,1
2985,2024-12-31,Mode,66.04,1,26,M,Lyon,Instagram,4.3,81,Printemps,63.17,61.01,0
2986,2024-12-31,Sport,158.29,2,43,F,Nantes,Google_Ads,3.2,163,Printemps,337.97,317.16,0
2987,2024-12-31,Sport,162.97,2,26,F,Toulouse,Email,2.6,54,Printemps,308.99,279.68,1
2988,2024-12-31,Mode,33.1,1,24,M,Lille,SEO,3.0,74,Printemps,34.56,31.52,0
2989,2024-12-31,Sport,101.68,2,56,M,Bordeaux,Instagram,5.0,113,Printemps,191.58,171.68,1
2990,2024-12-31,Sport,45.64,2,46,F,Lyon,Email,4.9,55,Printemps,82.94,75.8,0
2991,2024-12-31,Maison,223.56,3,18,M,Lille,Instagram,5.0,146,Printemps,639.12,638.13,1
2992,2024-12-31,Électronique,574.93,2,25,M,Nice,Email,5.0,87,Printemps,1227.48,1110.27,1
2993,2024-12-31,Mode,39.81,1,37,M,Nantes,Facebook,3.3,65,Printemps,36.48,34.65,0
2994,2024-12-31,Mode,43.25,1,38,M,Lille,SEO,4.1,202,Printemps,41.91,37.63,0
2995,2024-12-31,Électronique,483.87,1,18,M,Nantes,Instagram,3.9,212,Printemps,436.26,401.36,1
2996,2024-12-31,Mode,124.17,4,48,F,Paris,Instagram,4.5,58,Printemps,509.63,439.59,1
2997,2024-12-31,Électronique,692.71,4,44,M,Paris,Instagram,3.5,143,Printemps,3016.22,2909.1,1
2998,2024-12-31,Mode,117.09,1,40,F,Lille,Facebook,3.9,254,Printemps,114.38,108.57,0
2999,2024-12-31,Livres,18.89,4,51,F,Nice,Facebook,3.9,86,Printemps,76.74,69.23,0
3000,2024-12-31,Électronique,254.17,2,40,M,Marseille,Facebook,4.4,115,Printemps,503.49,467.6,1
3001,2024-12-31,Maison,235.38,3,40,F,Paris,SEO,4.5,101,Printemps,772.98,758.16,1
3002,2024-12-31,Maison,63.09,1,53,M,Lille,Google_Ads,3.9,150,Printemps,66.07,56.6,0
3003,2024-12-31,Électronique,864.66,1,48,M,Nantes,Facebook,3.9,63,Printemps,785.85,777.62,1
3004,2024-12-31,Livres,18.95,4,24,F,Lyon,Google_Ads,4.0,63,Printemps,69.88,64.34,1
3005,2024-12-31,Maison,61.82,2,42,F,Nice,Google_Ads,5.0,72,Printemps,122.9,120.32,0
3006,2024-12-31,Mode,99.69,1,27,M,Toulouse,Instagram,1.9,45,Printemps,102.32,100.19,0
3007,2024-12-31,Sport,167.52,1,41,M,Nantes,SEO,2.7,49,Printemps,160.5,137.84,0
3008,2024-12-31,Mode,126.65,2,40,M,Nice,Email,4.5,92,Printemps,262.14,253.56,0
3009,2024-12-31,Maison,88.97,4,18,M,Nice,Google_Ads,4.1,76,Printemps,361.32,346.84,0
3010,2024-12-31,Électronique,347.34,2,33,F,Bordeaux,SEO,4.1,118,Printemps,685.67,587.26,1
3011,2024-12-31,Sport,114.61,3,38,F,Paris,Google_Ads,4.5,67,Printemps,349.48,346.36,1
3012,2024-12-31,Mode,94.64,3,29,M,Toulouse,SEO,4.0,115,Printemps,307.56,290.7,0
3013,2024-12-31,Maison,193.1,1,38,F,Toulouse,SEO,3.2,88,Printemps,183.18,160.3,1
3014,2024-12-31,Électronique,347.21,1,44,M,Toulouse,Facebook,4.5,266,Printemps,367.43,319.1,1
3015,2024-12-31,Maison,232.62,2,34,F,Lille,SEO,3.8,90,Printemps,419.83,392.25,0
3016,2024-12-31,Sport,123.94,3,37,M,Paris,Direct,3.3,114,Printemps,340.94,292.81,1
3017,2024-12-31,Mode,115.09,1,51,M,Nantes,Email,4.6,55,Printemps,125.44,109.72,0
3018,2024-12-31,Maison,157.21,1,40,M,Nantes,Facebook,4.5,60,Printemps,163.43,162.17,0
3019,2024-12-31,Mode,72.89,1,37,M,Lyon,SEO,4.0,229,Printemps,74.84,71.97,0
3020,2024-12-31,Sport,167.09,4,23,M,Nice,Instagram,5.0,145,Printemps,646.18,608.72,1
3021,2024-12-31,Mode,89.26,2,43,M,Marseille,Instagram,5.0,133,Printemps,167.24,147.4,0
3022,2024-12-31,Sport,153.03,1,38,M,Lille,Facebook,4.9,98,Printemps,149.35,131.84,0
3023,2024-12-31,Sport,164.04,3,50,M,Lyon,SEO,5.0,108,Printemps,501.82,460.1,1
3024,2024-12-31,Mode,98.35,2,35,M,Bordeaux,Facebook,3.6,84,Printemps,201.98,194.53,1
3025,2024-12-31,Électronique,595.53,1,18,M,Lille,Instagram,3.3,123,Printemps,556.17,473.08,0
3026,2024-12-31,Mode,32.84,2,18,F,Nice,Email,4.7,102,Printemps,64.97,55.65,0
3027,2024-12-31,Sport,47.6,1,43,F,Bordeaux,Email,3.5,141,Printemps,48.24,47.3,0
3028,2024-12-31,Électronique,360.57,1,28,F,Nice,Facebook,3.8,58,Printemps,393.74,382.76,1
3029,2024-12-31,Mode,50.64,1,40,F,Marseille,Facebook,2.7,82,Printemps,51.14,48.79,0
3030,2024-12-31,Sport,74.98,1,36,F,Lille,SEO,4.5,50,Printemps,76.19,70.47,0
3031,2024-12-31,Mode,62.23,3,32,F,Lille,Instagram,2.2,145,Printemps,196.6,171.39,0
3032,2024-12-31,Maison,124.81,1,33,M,Nice,Email,3.7,123,Printemps,122.79,106.25,0
3033,2024-12-31,Électronique,508.86,1,24,M,Toulouse,Google_Ads,3.8,40,Printemps,497.04,489.99,0
3034,2024-12-31,Électronique,291.73,2,34,F,Nice,SEO,3.3,113,Printemps,594.08,539.05,1
3035,2024-12-31,Sport,47.9,1,27,F,Lyon,Facebook,1.9,71,Printemps,50.62,48.31,0
3036,2024-12-31,Électronique,679.91,2,30,M,Paris,Email,1.9,142,Printemps,1397.24,1283.27,1
3037,2024-12-31,Mode,84.89,4,31,M,Lille,Instagram,3.0,150,Printemps,318.25,305.4,1
3038,2024-12-31,Sport,99.13,2,32,M,Marseille,SEO,4.4,211,Printemps,194.2,170.7,1
3039,2024-12-31,Mode,94.36,3,46,M,Lille,Email,4.1,152,Printemps,283.79,261.85,0
3040,2024-12-31,Livres,31.35,2,33,M,Lille,Facebook,3.8,89,Printemps,62.99,57.1,0
3041,2024-12-31,Livres,20.55,3,47,F,Lille,Instagram,2.8,98,Printemps,59.67,52.91,0
3042,2024-12-31,Mode,95.01,1,53,F,Toulouse,Instagram,4.2,71,Printemps,95.44,89.68,0
3043,2024-12-31,Électronique,868.66,1,45,M,Nice,Email,1.8,65,Printemps,898.71,836.29,1
3044,2024-12-31,Maison,211.13,3,41,F,Lille,Google_Ads,1.2,103,Printemps,629.34,581.73,0
3045,2024-12-31,Mode,74.04,3,38,M,Nice,Instagram,3.5,44,Printemps,219.94,206.45,0
3046,2024-12-31,Électronique,660.18,1,45,M,Marseille,SEO,3.2,112,Printemps,700.0,609.97,1
3047,2024-12-31,Maison,91.87,5,36,M,Nice,Instagram,4.9,142,Printemps,482.96,437.36,0
3048,2024-12-31,Électronique,603.35,2,46,F,Lyon,SEO,4.0,143,Printemps,1187.98,1067.64,1
3049,2024-12-31,Sport,167.62,6,42,F,Paris,SEO,5.0,73,Printemps,1105.49,1067.21,1
3050,2024-12-31,Électronique,574.86,4,30,M,Marseille,Instagram,3.2,207,Printemps,2100.08,1796.32,1
3051,2024-12-31,Électronique,851.16,3,45,M,Marseille,SEO,4.3,134,Printemps,2464.6,2199.14,1
3052,2024-12-31,Électronique,499.95,1,36,F,Bordeaux,Direct,3.5,161,Printemps,453.64,448.08,0
3053,2024-12-31,Livres,35.97,1,33,M,Paris,SEO,5.0,50,Printemps,38.41,34.38,0
3054,2024-12-31,Maison,164.26,4,29,M,Toulouse,Instagram,3.6,37,Printemps,690.63,602.77,0
3055,2024-12-31,Sport,47.89,2,36,M,Lyon,SEO,4.7,48,Printemps,99.3,95.68,0
3056,2024-12-31,Mode,89.71,1,46,M,Nice,Google_Ads,2.6,87,Printemps,84.59,72.5,0
3057,2024-12-31,Mode,59.27,1,45,M,Nantes,SEO,3.3,136,Printemps,61.73,56.42,0
3058,2024-12-31,Électronique,246.92,1,39,F,Lyon,Facebook,3.7,77,Printemps,239.78,234.58,0
3059,2024-12-31,Mode,112.53,2,42,F,Nice,Google_Ads,5.0,89,Printemps,241.66,239.99,0
3060,2024-12-31,Maison,109.63,1,50,M,Nantes,Direct,1.4,24,Printemps,103.04,91.44,0
3061,2024-12-31,Maison,203.38,1,33,M,Bordeaux,Google_Ads,3.4,77,Printemps,191.9,171.64,0
3062,2024-12-31,Mode,60.6,2,21,F,Bordeaux,SEO,3.4,75,Printemps,132.37,123.77,0
3063,2024-12-31,Livres,14.25,1,50,M,Toulouse,SEO,1.5,45,Printemps,14.3,12.64,0
3064,2024-12-31,Électronique,882.41,4,28,F,Marseille,Google_Ads,3.3,66,Printemps,3491.78,3046.97,1
3065,2024-12-31,Livres,18.76,1,26,F,Lyon,Instagram,2.1,168,Printemps,18.21,16.64,0
3066,2024-12-31,Électronique,630.93,2,18,M,Nantes,Instagram,1.2,79,Printemps,1345.45,1158.21,1
3067,2024-12-31,Mode,91.97,1,41,F,Lyon,Direct,3.5,92,Printemps,89.26,87.85,0
3068,2024-12-31,Mode,87.15,3,18,F,Nantes,Google_Ads,3.5,66,Printemps,253.92,228.56,0
3069,2024-12-31,Mode,121.68,1,25,F,Lyon,Google_Ads,3.5,111,Printemps,112.52,101.31,0
3070,2024-12-31,Maison,181.4,1,42,M,Marseille,Email,4.1,324,Printemps,182.15,176.45,1
3071,2024-12-31,Mode,71.86,1,43,F,Nantes,Facebook,2.8,124,Printemps,77.95,70.26,0
3072,2024-12-31,Mode,116.58,1,27,F,Lyon,Google_Ads,5.0,86,Printemps,127.25,122.69,0
3073,2024-12-31,Maison,92.59,3,33,F,Lille,Instagram,3.8,84,Printemps,305.3,267.81,0
3074,2024-12-31,Maison,157.96,1,24,F,Nice,Direct,5.0,174,Printemps,157.11,146.01,0
3075,2024-12-31,Sport,163.7,2,28,F,Bordeaux,Instagram,2.0,239,Printemps,345.39,333.4,1
3076,2024-12-31,Électronique,647.14,1,38,F,Toulouse,Facebook,2.9,40,Printemps,653.94,599.98,1
3077,2024-12-31,Maison,207.05,3,28,F,Bordeaux,Instagram,4.6,97,Printemps,627.12,539.81,1
3078,2024-12-31,Maison,177.64,2,32,M,Nantes,SEO,3.6,82,Printemps,377.04,362.16,0
